Year_of_Study,Age,Race,Education,Income_Group,State_Code_FIPS,State_Code,Voting_Preference,Urban,birth_year
2020,33,White non-Hispanic,College or advanced degree,34 to 67 percentile,4,AZ,Republican,NA,1987
2020,27,Black non-Hispanic,High school,DK; NA; refused to answer; no Pre IW,39,OH,Democrat,NA,1993
2020,54,White non-Hispanic,College or advanced degree,34 to 67 percentile,17,IL,Democrat,NA,1966
2020,37,White non-Hispanic,College or advanced degree,68 to 95 percentile,36,NY,Democrat,NA,1983
2020,52,White non-Hispanic,Some college,34 to 67 percentile,37,NC,Republican,NA,1968
2020,28,White non-Hispanic,College or advanced degree,34 to 67 percentile,25,MA,Democrat,NA,1992
2020,80,White non-Hispanic,College or advanced degree,34 to 67 percentile,4,AZ,Democrat,NA,1940
2020,29,White non-Hispanic,High school,0 to 16 percentile,27,MN,Democrat,NA,1991
2020,74,White non-Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Democrat,NA,1946
2020,63,White non-Hispanic,Some college,34 to 67 percentile,12,FL,Republican,NA,1957
2020,50,Black non-Hispanic,Some college,0 to 16 percentile,22,LA,Republican,NA,1970
2020,47,"American Indian or Alaska Native, non-Hispanic",College or advanced degree,0 to 16 percentile,41,OR,Democrat,NA,1973
2020,68,Black non-Hispanic,High school,34 to 67 percentile,47,TN,Democrat,NA,1952
2020,40,"American Indian or Alaska Native, non-Hispanic",Some college,34 to 67 percentile,26,MI,Republican,NA,1980
2020,70,White non-Hispanic,College or advanced degree,96 to 100 percentile,6,CA,Republican,NA,1950
2020,72,"Asian or Pacific Islander, non-Hispanic",College or advanced degree,68 to 95 percentile,24,MD,Democrat,NA,1948
2020,79,White non-Hispanic,Some college,34 to 67 percentile,26,MI,Republican,NA,1941
2020,23,White non-Hispanic,College or advanced degree,68 to 95 percentile,18,IN,Republican,NA,1997
2020,74,White non-Hispanic,Some college,17 to 33 percentile,1,AL,Republican,NA,1946
2020,48,White non-Hispanic,College or advanced degree,68 to 95 percentile,42,PA,Democrat,NA,1972
2020,61,White non-Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Democrat,NA,1959
2020,61,White non-Hispanic,Some college,68 to 95 percentile,42,PA,Republican,NA,1959
2020,72,White non-Hispanic,College or advanced degree,17 to 33 percentile,42,PA,Democrat,NA,1948
2020,47,White non-Hispanic,Some college,34 to 67 percentile,4,AZ,Republican,NA,1973
2020,63,White non-Hispanic,College or advanced degree,34 to 67 percentile,49,UT,Democrat,NA,1957
2020,80,White non-Hispanic,High school,17 to 33 percentile,6,CA,Democrat,NA,1940
2020,66,White non-Hispanic,College or advanced degree,34 to 67 percentile,22,LA,Republican,NA,1954
2020,80,White non-Hispanic,College or advanced degree,0 to 16 percentile,12,FL,Republican,NA,1940
2020,23,White non-Hispanic,High school,0 to 16 percentile,21,KY,Republican,NA,1997
2020,70,White non-Hispanic,College or advanced degree,68 to 95 percentile,51,VA,Democrat,NA,1950
2020,27,White non-Hispanic,College or advanced degree,34 to 67 percentile,48,TX,Democrat,NA,1993
2020,35,White non-Hispanic,Some college,34 to 67 percentile,42,PA,Republican,NA,1985
2020,54,White non-Hispanic,Some college,DK; NA; refused to answer; no Pre IW,18,IN,Republican,NA,1966
2020,68,Black non-Hispanic,High school,0 to 16 percentile,45,SC,Democrat,NA,1952
2020,32,White non-Hispanic,College or advanced degree,34 to 67 percentile,51,VA,Democrat,NA,1988
2020,18,Hispanic,High school,68 to 95 percentile,8,CO,Democrat,NA,2002
2020,33,Black non-Hispanic,College or advanced degree,0 to 16 percentile,6,CA,Major Third Party,NA,1987
2020,80,White non-Hispanic,College or advanced degree,68 to 95 percentile,4,AZ,Republican,NA,1940
2020,80,White non-Hispanic,College or advanced degree,17 to 33 percentile,27,MN,Democrat,NA,1940
2020,77,White non-Hispanic,College or advanced degree,68 to 95 percentile,34,NJ,Democrat,NA,1943
2020,61,Hispanic,Grade school or less,68 to 95 percentile,6,CA,Democrat,NA,1959
2020,65,White non-Hispanic,College or advanced degree,17 to 33 percentile,49,UT,Republican,NA,1955
2020,57,White non-Hispanic,Some college,17 to 33 percentile,18,IN,Republican,NA,1963
2020,72,White non-Hispanic,High school,34 to 67 percentile,55,WI,Democrat,NA,1948
2020,47,Hispanic,Some college,34 to 67 percentile,6,CA,Republican,NA,1973
2020,65,Black non-Hispanic,College or advanced degree,17 to 33 percentile,5,AR,Democrat,NA,1955
2020,62,White non-Hispanic,Some college,0 to 16 percentile,12,FL,Republican,NA,1958
2020,29,Black non-Hispanic,Grade school or less,0 to 16 percentile,47,TN,Democrat,NA,1991
2020,67,White non-Hispanic,College or advanced degree,34 to 67 percentile,36,NY,Democrat,NA,1953
2020,47,Hispanic,College or advanced degree,0 to 16 percentile,48,TX,Democrat,NA,1973
2020,80,White non-Hispanic,High school,0 to 16 percentile,12,FL,Republican,NA,1940
2020,19,White non-Hispanic,Some college,17 to 33 percentile,13,GA,Republican,NA,2001
2020,67,White non-Hispanic,College or advanced degree,17 to 33 percentile,47,TN,Democrat,NA,1953
2020,52,White non-Hispanic,College or advanced degree,34 to 67 percentile,41,OR,Democrat,NA,1968
2020,68,White non-Hispanic,Some college,34 to 67 percentile,6,CA,Democrat,NA,1952
2020,74,White non-Hispanic,Some college,34 to 67 percentile,54,WV,Republican,NA,1946
2020,69,White non-Hispanic,Some college,17 to 33 percentile,27,MN,Democrat,NA,1951
2020,21,Black non-Hispanic,Some college,17 to 33 percentile,17,IL,Democrat,NA,1999
2020,40,White non-Hispanic,High school,68 to 95 percentile,42,PA,Republican,NA,1980
2020,49,White non-Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Democrat,NA,1971
2020,65,White non-Hispanic,College or advanced degree,34 to 67 percentile,25,MA,Democrat,NA,1955
2020,49,White non-Hispanic,Some college,68 to 95 percentile,42,PA,Republican,NA,1971
2020,50,Hispanic,College or advanced degree,34 to 67 percentile,12,FL,Democrat,NA,1970
2020,28,White non-Hispanic,Some college,34 to 67 percentile,38,ND,Major Third Party,NA,1992
2020,0,White non-Hispanic,Grade school or less,0 to 16 percentile,45,SC,Republican,NA,2020
2020,64,White non-Hispanic,Some college,34 to 67 percentile,54,WV,Democrat,NA,1956
2020,49,White non-Hispanic,Some college,0 to 16 percentile,39,OH,Democrat,NA,1971
2020,51,Black non-Hispanic,College or advanced degree,34 to 67 percentile,36,NY,Democrat,NA,1969
2020,55,White non-Hispanic,High school,34 to 67 percentile,18,IN,Democrat,NA,1965
2020,41,White non-Hispanic,College or advanced degree,0 to 16 percentile,42,PA,Democrat,NA,1979
2020,72,Black non-Hispanic,Some college,0 to 16 percentile,13,GA,Democrat,NA,1948
2020,51,White non-Hispanic,Some college,0 to 16 percentile,6,CA,Democrat,NA,1969
2020,78,White non-Hispanic,College or advanced degree,68 to 95 percentile,9,CT,Democrat,NA,1942
2020,59,White non-Hispanic,College or advanced degree,68 to 95 percentile,12,FL,Democrat,NA,1961
2020,29,White non-Hispanic,High school,34 to 67 percentile,36,NY,Republican,NA,1991
2020,52,White non-Hispanic,College or advanced degree,0 to 16 percentile,27,MN,Democrat,NA,1968
2020,58,White non-Hispanic,College or advanced degree,DK; NA; refused to answer; no Pre IW,33,NH,Republican,NA,1962
2020,53,"Other or multiple races, non-Hispanic",Some college,0 to 16 percentile,26,MI,Democrat,NA,1967
2020,44,White non-Hispanic,High school,68 to 95 percentile,12,FL,Republican,NA,1976
2020,36,White non-Hispanic,College or advanced degree,68 to 95 percentile,37,NC,Democrat,NA,1984
2020,80,White non-Hispanic,Some college,34 to 67 percentile,6,CA,Republican,NA,1940
2020,50,White non-Hispanic,Some college,68 to 95 percentile,8,CO,Democrat,NA,1970
2020,69,White non-Hispanic,College or advanced degree,0 to 16 percentile,25,MA,Democrat,NA,1951
2020,65,"Other or multiple races, non-Hispanic",High school,34 to 67 percentile,48,TX,Democrat,NA,1955
2020,71,White non-Hispanic,Some college,68 to 95 percentile,53,WA,Democrat,NA,1949
2020,56,White non-Hispanic,DK; NA,0 to 16 percentile,55,WI,Republican,NA,1964
2020,78,White non-Hispanic,High school,0 to 16 percentile,19,IA,Republican,NA,1942
2020,58,White non-Hispanic,College or advanced degree,34 to 67 percentile,8,CO,Major Third Party,NA,1962
2020,72,White non-Hispanic,College or advanced degree,68 to 95 percentile,42,PA,Democrat,NA,1948
2020,55,White non-Hispanic,Some college,17 to 33 percentile,8,CO,Major Third Party,NA,1965
2020,23,White non-Hispanic,Some college,0 to 16 percentile,18,IN,Republican,NA,1997
2020,60,White non-Hispanic,Some college,34 to 67 percentile,55,WI,Republican,NA,1960
2020,32,White non-Hispanic,Some college,34 to 67 percentile,18,IN,Republican,NA,1988
2020,59,White non-Hispanic,Some college,34 to 67 percentile,39,OH,Democrat,NA,1961
2020,37,Black non-Hispanic,College or advanced degree,68 to 95 percentile,48,TX,Democrat,NA,1983
2020,79,White non-Hispanic,High school,34 to 67 percentile,48,TX,Republican,NA,1941
2020,69,White non-Hispanic,College or advanced degree,0 to 16 percentile,42,PA,Democrat,NA,1951
2020,77,White non-Hispanic,College or advanced degree,34 to 67 percentile,25,MA,Democrat,NA,1943
2020,25,Missing,High school,34 to 67 percentile,12,FL,Democrat,NA,1995
2020,57,White non-Hispanic,Some college,17 to 33 percentile,13,GA,Democrat,NA,1963
2020,48,White non-Hispanic,College or advanced degree,34 to 67 percentile,50,VT,Democrat,NA,1972
2020,65,White non-Hispanic,College or advanced degree,34 to 67 percentile,48,TX,Republican,NA,1955
2020,76,White non-Hispanic,College or advanced degree,17 to 33 percentile,49,UT,Democrat,NA,1944
2020,33,White non-Hispanic,College or advanced degree,68 to 95 percentile,36,NY,Democrat,NA,1987
2020,80,White non-Hispanic,High school,68 to 95 percentile,42,PA,Democrat,NA,1940
2020,31,White non-Hispanic,Some college,68 to 95 percentile,21,KY,Republican,NA,1989
2020,65,White non-Hispanic,High school,17 to 33 percentile,36,NY,Democrat,NA,1955
2020,66,White non-Hispanic,Some college,34 to 67 percentile,13,GA,Republican,NA,1954
2020,30,Black non-Hispanic,College or advanced degree,34 to 67 percentile,42,PA,Democrat,NA,1990
2020,50,White non-Hispanic,High school,68 to 95 percentile,53,WA,Republican,NA,1970
2020,70,White non-Hispanic,Some college,0 to 16 percentile,31,NE,Republican,NA,1950
2020,59,White non-Hispanic,College or advanced degree,34 to 67 percentile,12,FL,Republican,NA,1961
2020,59,Missing,Some college,17 to 33 percentile,12,FL,Democrat,NA,1961
2020,38,White non-Hispanic,Some college,34 to 67 percentile,36,NY,Republican,NA,1982
2020,28,Hispanic,College or advanced degree,34 to 67 percentile,12,FL,Democrat,NA,1992
2020,44,"Asian or Pacific Islander, non-Hispanic",College or advanced degree,34 to 67 percentile,26,MI,Democrat,NA,1976
2020,61,White non-Hispanic,College or advanced degree,96 to 100 percentile,40,OK,Republican,NA,1959
2020,63,Black non-Hispanic,College or advanced degree,34 to 67 percentile,51,VA,Democrat,NA,1957
2020,32,White non-Hispanic,High school,34 to 67 percentile,49,UT,Republican,NA,1988
2020,41,White non-Hispanic,Some college,68 to 95 percentile,6,CA,Democrat,NA,1979
2020,63,White non-Hispanic,High school,34 to 67 percentile,30,MT,Republican,NA,1957
2020,38,White non-Hispanic,College or advanced degree,68 to 95 percentile,54,WV,Major Third Party,NA,1982
2020,48,White non-Hispanic,College or advanced degree,68 to 95 percentile,42,PA,Democrat,NA,1972
2020,27,Hispanic,College or advanced degree,34 to 67 percentile,12,FL,Republican,NA,1993
2020,63,White non-Hispanic,High school,34 to 67 percentile,36,NY,Republican,NA,1957
2020,60,White non-Hispanic,Some college,0 to 16 percentile,42,PA,Democrat,NA,1960
2020,39,"Other or multiple races, non-Hispanic",College or advanced degree,68 to 95 percentile,36,NY,Democrat,NA,1981
2020,67,White non-Hispanic,High school,34 to 67 percentile,37,NC,Republican,NA,1953
2020,66,White non-Hispanic,College or advanced degree,68 to 95 percentile,8,CO,Democrat,NA,1954
2020,50,White non-Hispanic,College or advanced degree,68 to 95 percentile,48,TX,Democrat,NA,1970
2020,56,White non-Hispanic,DK; NA,96 to 100 percentile,39,OH,Democrat,NA,1964
2020,39,White non-Hispanic,High school,34 to 67 percentile,51,VA,Democrat,NA,1981
2020,75,White non-Hispanic,College or advanced degree,17 to 33 percentile,40,OK,Republican,NA,1945
2020,71,White non-Hispanic,College or advanced degree,68 to 95 percentile,37,NC,Republican,NA,1949
2020,65,White non-Hispanic,High school,0 to 16 percentile,6,CA,Republican,NA,1955
2020,70,White non-Hispanic,Some college,34 to 67 percentile,12,FL,Republican,NA,1950
2020,61,White non-Hispanic,Some college,34 to 67 percentile,23,ME,Democrat,NA,1959
2020,32,White non-Hispanic,College or advanced degree,68 to 95 percentile,40,OK,Republican,NA,1988
2020,57,White non-Hispanic,High school,96 to 100 percentile,1,AL,Republican,NA,1963
2020,36,White non-Hispanic,Some college,68 to 95 percentile,48,TX,Republican,NA,1984
2020,38,White non-Hispanic,Some college,0 to 16 percentile,13,GA,Republican,NA,1982
2020,39,White non-Hispanic,College or advanced degree,68 to 95 percentile,54,WV,Republican,NA,1981
2020,63,Hispanic,College or advanced degree,0 to 16 percentile,37,NC,Democrat,NA,1957
2020,19,White non-Hispanic,Some college,34 to 67 percentile,17,IL,Democrat,NA,2001
2020,67,Black non-Hispanic,Some college,34 to 67 percentile,11,DC,Democrat,NA,1953
2020,57,White non-Hispanic,College or advanced degree,68 to 95 percentile,25,MA,Democrat,NA,1963
2020,41,White non-Hispanic,College or advanced degree,34 to 67 percentile,53,WA,Democrat,NA,1979
2020,67,Black non-Hispanic,High school,34 to 67 percentile,45,SC,Democrat,NA,1953
2020,59,Hispanic,DK; NA,17 to 33 percentile,34,NJ,Democrat,NA,1961
2020,51,Black non-Hispanic,College or advanced degree,68 to 95 percentile,39,OH,Democrat,NA,1969
2020,67,Missing,College or advanced degree,0 to 16 percentile,40,OK,Democrat,NA,1953
2020,68,White non-Hispanic,College or advanced degree,17 to 33 percentile,35,NM,Democrat,NA,1952
2020,72,White non-Hispanic,College or advanced degree,34 to 67 percentile,42,PA,Democrat,NA,1948
2020,33,White non-Hispanic,College or advanced degree,68 to 95 percentile,48,TX,Democrat,NA,1987
2020,66,White non-Hispanic,High school,34 to 67 percentile,13,GA,Republican,NA,1954
2020,36,White non-Hispanic,College or advanced degree,68 to 95 percentile,21,KY,Democrat,NA,1984
2020,69,White non-Hispanic,Some college,0 to 16 percentile,53,WA,Democrat,NA,1951
2020,49,White non-Hispanic,College or advanced degree,34 to 67 percentile,13,GA,Democrat,NA,1971
2020,65,White non-Hispanic,High school,34 to 67 percentile,15,HI,Democrat,NA,1955
2020,50,White non-Hispanic,College or advanced degree,68 to 95 percentile,48,TX,Democrat,NA,1970
2020,45,Black non-Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Democrat,NA,1975
2020,67,White non-Hispanic,College or advanced degree,0 to 16 percentile,6,CA,Democrat,NA,1953
2020,78,White non-Hispanic,Grade school or less,17 to 33 percentile,13,GA,Republican,NA,1942
2020,80,White non-Hispanic,Some college,34 to 67 percentile,6,CA,Republican,NA,1940
2020,27,Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Democrat,NA,1993
2020,41,White non-Hispanic,Some college,17 to 33 percentile,1,AL,Republican,NA,1979
2020,53,White non-Hispanic,Some college,68 to 95 percentile,55,WI,Republican,NA,1967
2020,54,White non-Hispanic,College or advanced degree,68 to 95 percentile,12,FL,Republican,NA,1966
2020,48,White non-Hispanic,Some college,17 to 33 percentile,6,CA,Democrat,NA,1972
2020,29,Hispanic,Some college,17 to 33 percentile,27,MN,Major Third Party,NA,1991
2020,54,White non-Hispanic,College or advanced degree,34 to 67 percentile,48,TX,Republican,NA,1966
2020,73,Hispanic,College or advanced degree,68 to 95 percentile,48,TX,Democrat,NA,1947
2020,71,White non-Hispanic,Some college,0 to 16 percentile,49,UT,Republican,NA,1949
2020,27,White non-Hispanic,Some college,34 to 67 percentile,53,WA,Democrat,NA,1993
2020,63,Black non-Hispanic,College or advanced degree,34 to 67 percentile,17,IL,Democrat,NA,1957
2020,69,White non-Hispanic,College or advanced degree,34 to 67 percentile,31,NE,Democrat,NA,1951
2020,65,White non-Hispanic,College or advanced degree,17 to 33 percentile,41,OR,Republican,NA,1955
2020,80,White non-Hispanic,Some college,17 to 33 percentile,4,AZ,Republican,NA,1940
2020,72,White non-Hispanic,College or advanced degree,34 to 67 percentile,26,MI,Republican,NA,1948
2020,26,"Asian or Pacific Islander, non-Hispanic",College or advanced degree,68 to 95 percentile,36,NY,Democrat,NA,1994
2020,55,White non-Hispanic,College or advanced degree,34 to 67 percentile,55,WI,Democrat,NA,1965
2020,63,White non-Hispanic,Some college,DK; NA; refused to answer; no Pre IW,42,PA,Democrat,NA,1957
2020,62,White non-Hispanic,Some college,96 to 100 percentile,29,MO,Republican,NA,1958
2020,43,White non-Hispanic,College or advanced degree,68 to 95 percentile,8,CO,Democrat,NA,1977
2020,59,White non-Hispanic,Some college,68 to 95 percentile,26,MI,Democrat,NA,1961
2020,75,"Asian or Pacific Islander, non-Hispanic",High school,17 to 33 percentile,48,TX,Democrat,NA,1945
2020,51,Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Democrat,NA,1969
2020,61,White non-Hispanic,Some college,68 to 95 percentile,24,MD,Republican,NA,1959
2020,61,White non-Hispanic,Some college,34 to 67 percentile,48,TX,Democrat,NA,1959
2020,31,White non-Hispanic,Some college,0 to 16 percentile,26,MI,Democrat,NA,1989
2020,72,White non-Hispanic,Some college,68 to 95 percentile,48,TX,Democrat,NA,1948
2020,80,White non-Hispanic,College or advanced degree,34 to 67 percentile,25,MA,Democrat,NA,1940
