Year_of_Study,Voting_Preference,Income_Group,Income_Inequality,Income_Inequality_Change_Level,Unemployment_Past_Year,Unemployment_Past_Year_Change_Level,Unemployment_Next_Year,Thermometer_Business,Thermometer_Labor_Union,Thermometer_Middle_Class,Thermometer_Welfare,Thermometer_Poor,State_Code_FIPS,State_Code
2000,Republican,Upper Middle Income,,,,,,85.0,60.0,,97.0,97.0,1.0,AL
2000,Democrat,Upper Middle Income,,,,,,60.0,0.0,,50.0,97.0,6.0,CA
2000,Democrat,Upper Middle Income,,,,,,20.0,30.0,,98.0,98.0,6.0,CA
2000,Democrat,Low Income,,,,,,70.0,50.0,,60.0,90.0,41.0,OR
2000,Democrat,Low Income,,,,,,50.0,98.0,,70.0,50.0,41.0,OR
2000,,Low Income,,,,,,60.0,97.0,,15.0,60.0,26.0,MI
2000,Democrat,Upper Middle Income,,,,,,60.0,70.0,,70.0,85.0,26.0,MI
2000,Democrat,Low Income,,,,,,70.0,60.0,,40.0,85.0,26.0,MI
2000,,Middle Income,,,,,,99.0,99.0,,99.0,99.0,26.0,MI
2000,,Middle Income,,,,,,40.0,70.0,,0.0,70.0,26.0,MI
2000,Democrat,Upper Middle Income,,,,,,40.0,70.0,,50.0,50.0,26.0,MI
2000,,Upper Middle Income,,,,,,99.0,99.0,,99.0,99.0,26.0,MI
2000,Republican,Middle Income,,,,,,30.0,40.0,,98.0,98.0,26.0,MI
2000,Democrat,Low Income,,,,,,70.0,97.0,,50.0,85.0,26.0,MI
2000,,Low Income,,,,,,85.0,70.0,,85.0,97.0,17.0,IL
2000,Republican,Low Income,,,,,,85.0,85.0,,85.0,85.0,17.0,IL
2000,,Upper Middle Income,,,,,,99.0,99.0,,99.0,99.0,17.0,IL
2000,Republican,Low Income,,,,,,10.0,0.0,,0.0,50.0,17.0,IL
2000,Republican,Middle Income,,,,,,70.0,60.0,,60.0,60.0,17.0,IL
2000,,Low Income,,,,,,40.0,50.0,,50.0,97.0,18.0,IN
2000,Republican,Middle Income,,,,,,70.0,69.0,,70.0,85.0,18.0,IN
2000,Democrat,Middle Income,,,,,,70.0,60.0,,60.0,70.0,25.0,MA
2000,Republican,Upper Middle Income,,,,,,97.0,15.0,,60.0,85.0,17.0,IL
2000,Democrat,Low Income,,,,,,30.0,98.0,,98.0,98.0,53.0,WA
2000,Democrat,Upper Middle Income,,,,,,40.0,60.0,,30.0,97.0,6.0,CA
2000,Democrat,Middle Income,,,,,,85.0,97.0,,60.0,97.0,6.0,CA
2000,Republican,Low Income,,,,,,60.0,60.0,,40.0,98.0,8.0,CO
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,8.0,CO
2000,,Low Income,,,,,,70.0,60.0,,50.0,60.0,53.0,WA
2000,,Low Income,,,,,,50.0,50.0,,60.0,80.0,22.0,LA
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,24.0,MD
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,27.0,MN
2000,,Middle Income,,,,,,99.0,99.0,,99.0,99.0,55.0,WI
2000,Republican,Middle Income,,,,,,85.0,40.0,,50.0,50.0,55.0,WI
2000,Republican,Middle Income,,,,,,50.0,85.0,,60.0,97.0,25.0,MA
2000,Democrat,Upper Middle Income,,,,,,15.0,75.0,,90.0,90.0,25.0,MA
2000,Republican,Upper Middle Income,,,,,,40.0,40.0,,60.0,30.0,33.0,NH
2000,Democrat,Low Income,,,,,,80.0,50.0,,70.0,90.0,36.0,NY
2000,Democrat,Low Income,,,,,,60.0,70.0,,60.0,85.0,36.0,NY
2000,Republican,Upper Middle Income,,,,,,50.0,97.0,,50.0,85.0,36.0,NY
2000,Democrat,Low Income,,,,,,50.0,60.0,,50.0,50.0,41.0,OR
2000,Democrat,Low Income,,,,,,98.0,85.0,,70.0,85.0,41.0,OR
2000,Democrat,Low Income,,,,,,70.0,97.0,,10.0,60.0,41.0,OR
2000,Democrat,Middle Income,,,,,,30.0,85.0,,15.0,70.0,53.0,WA
2000,,Low Income,,,,,,60.0,0.0,,50.0,70.0,41.0,OR
2000,,Middle Income,,,,,,99.0,99.0,,99.0,99.0,34.0,NJ
2000,Democrat,High Income,,,,,,60.0,97.0,,70.0,97.0,34.0,NJ
2000,Democrat,Middle Income,,,,,,50.0,80.0,,98.0,97.0,1.0,AL
2000,,Low Income,,,,,,70.0,50.0,,60.0,80.0,1.0,AL
2000,Republican,Middle Income,,,,,,97.0,97.0,,60.0,97.0,53.0,WA
2000,,Low Income,,,,,,85.0,98.0,,30.0,98.0,53.0,WA
2000,Democrat,Upper Middle Income,,,,,,50.0,50.0,,50.0,60.0,19.0,IA
2000,Republican,Upper Middle Income,,,,,,60.0,40.0,,98.0,85.0,19.0,IA
2000,Democrat,Upper Middle Income,,,,,,60.0,85.0,,50.0,85.0,19.0,IA
2000,,Low Income,,,,,,10.0,80.0,,97.0,97.0,41.0,OR
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,49.0,UT
2000,Democrat,Upper Middle Income,,,,,,40.0,60.0,,50.0,60.0,49.0,UT
2000,Democrat,Low Income,,,,,,40.0,70.0,,70.0,70.0,34.0,NJ
2000,Republican,Upper Middle Income,,,,,,70.0,30.0,,30.0,60.0,34.0,NJ
2000,,Middle Income,,,,,,80.0,70.0,,60.0,95.0,34.0,NJ
2000,,Middle Income,,,,,,70.0,50.0,,70.0,70.0,13.0,GA
2000,Republican,Upper Middle Income,,,,,,70.0,40.0,,85.0,85.0,1.0,AL
2000,,Low Income,,,,,,40.0,40.0,,60.0,70.0,41.0,OR
2000,Democrat,Low Income,,,,,,65.0,80.0,,40.0,60.0,41.0,OR
2000,Democrat,Low Income,,,,,,50.0,50.0,,60.0,85.0,17.0,IL
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,29.0,MO
2000,Republican,Upper Middle Income,,,,,,10.0,80.0,,0.0,80.0,29.0,MO
2000,Democrat,Low Income,,,,,,40.0,70.0,,85.0,97.0,17.0,IL
2000,,Low Income,,,,,,97.0,85.0,,60.0,97.0,6.0,CA
2000,Democrat,Upper Middle Income,,,,,,80.0,75.0,,75.0,90.0,6.0,CA
2000,Republican,Low Income,,,,,,70.0,98.0,,70.0,97.0,25.0,MA
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,33.0,NH
2000,Democrat,Low Income,,,,,,60.0,50.0,,30.0,50.0,33.0,NH
2000,Republican,Middle Income,,,,,,70.0,50.0,,50.0,50.0,6.0,CA
2000,,High Income,,,,,,99.0,99.0,,99.0,99.0,6.0,CA
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,49.0,UT
2000,,Middle Income,,,,,,15.0,50.0,,60.0,97.0,49.0,UT
2000,,Low Income,,,,,,50.0,20.0,,70.0,70.0,49.0,UT
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,34.0,NJ
2000,,Low Income,,,,,,50.0,70.0,,50.0,97.0,25.0,MA
2000,,Middle Income,,,,,,30.0,97.0,,50.0,70.0,25.0,MA
2000,,Low Income,,,,,,50.0,98.0,,98.0,70.0,25.0,MA
2000,,Upper Middle Income,,,,,,80.0,30.0,,40.0,80.0,8.0,CO
2000,,Middle Income,,,,,,30.0,0.0,,30.0,50.0,8.0,CO
2000,Democrat,Middle Income,,,,,,50.0,75.0,,50.0,50.0,26.0,MI
2000,,Middle Income,,,,,,99.0,99.0,,99.0,99.0,48.0,TX
2000,Democrat,Upper Middle Income,,,,,,70.0,60.0,,75.0,80.0,6.0,CA
2000,,Upper Middle Income,,,,,,70.0,40.0,,30.0,85.0,36.0,NY
2000,Republican,Low Income,,,,,,70.0,40.0,,0.0,70.0,27.0,MN
2000,Democrat,Upper Middle Income,,,,,,45.0,45.0,,60.0,65.0,19.0,IA
2000,Democrat,Low Income,,,,,,50.0,60.0,,50.0,70.0,55.0,WI
2000,Democrat,Middle Income,,,,,,50.0,50.0,,50.0,50.0,27.0,MN
2000,,Low Income,,,,,,50.0,90.0,,50.0,97.0,55.0,WI
2000,Democrat,Upper Middle Income,,,,,,40.0,40.0,,40.0,60.0,26.0,MI
2000,,Middle Income,,,,,,30.0,50.0,,40.0,50.0,26.0,MI
2000,Republican,Upper Middle Income,,,,,,85.0,0.0,,30.0,60.0,34.0,NJ
2000,,Middle Income,,,,,,50.0,50.0,,40.0,70.0,25.0,MA
2000,,Low Income,,,,,,85.0,70.0,,70.0,60.0,25.0,MA
2000,,Middle Income,,,,,,80.0,50.0,,60.0,60.0,49.0,UT
2000,Democrat,Middle Income,,,,,,98.0,98.0,,98.0,97.0,48.0,TX
2000,Democrat,Low Income,,,,,,50.0,60.0,,50.0,50.0,48.0,TX
2000,,Low Income,,,,,,40.0,98.0,,40.0,85.0,48.0,TX
2000,Democrat,Upper Middle Income,,,,,,70.0,85.0,,70.0,85.0,42.0,PA
2000,Democrat,Middle Income,,,,,,50.0,85.0,,40.0,70.0,39.0,OH
2000,Democrat,Low Income,,,,,,70.0,97.0,,70.0,50.0,39.0,OH
2000,Republican,High Income,,,,,,60.0,40.0,,30.0,50.0,6.0,CA
2000,Democrat,Middle Income,,,,,,70.0,60.0,,70.0,70.0,6.0,CA
2000,,Middle Income,,,,,,50.0,97.0,,85.0,97.0,51.0,VA
2000,Republican,Low Income,,,,,,40.0,50.0,,70.0,70.0,51.0,VA
2000,,Upper Middle Income,,,,,,85.0,60.0,,50.0,50.0,51.0,VA
2000,Republican,Middle Income,,,,,,60.0,60.0,,70.0,70.0,26.0,MI
2000,Democrat,Middle Income,,,,,,40.0,85.0,,85.0,85.0,6.0,CA
2000,Democrat,Upper Middle Income,,,,,,50.0,60.0,,60.0,70.0,6.0,CA
2000,,Middle Income,,,,,,70.0,50.0,,70.0,85.0,6.0,CA
2000,Democrat,Middle Income,,,,,,30.0,85.0,,40.0,85.0,27.0,MN
2000,Democrat,Upper Middle Income,,,,,,50.0,50.0,,30.0,60.0,6.0,CA
2000,Republican,Middle Income,,,,,,60.0,0.0,,30.0,70.0,6.0,CA
2000,Republican,Middle Income,,,,,,70.0,50.0,,50.0,50.0,6.0,CA
2000,,Upper Middle Income,,,,,,50.0,40.0,,30.0,50.0,6.0,CA
2000,Republican,Middle Income,,,,,,70.0,60.0,,40.0,30.0,6.0,CA
2000,Republican,Middle Income,,,,,,70.0,0.0,,40.0,70.0,6.0,CA
2000,,Middle Income,,,,,,60.0,60.0,,40.0,70.0,6.0,CA
2000,Democrat,Upper Middle Income,,,,,,40.0,70.0,,70.0,70.0,6.0,CA
2000,Republican,Middle Income,,,,,,60.0,70.0,,85.0,97.0,6.0,CA
2000,Republican,Low Income,,,,,,70.0,15.0,,40.0,60.0,42.0,PA
2000,Democrat,Upper Middle Income,,,,,,50.0,70.0,,50.0,50.0,34.0,NJ
2000,Republican,High Income,,,,,,50.0,50.0,,50.0,50.0,48.0,TX
2000,Republican,Upper Middle Income,,,,,,70.0,15.0,,30.0,50.0,48.0,TX
2000,,Low Income,,,,,,98.0,50.0,,98.0,98.0,48.0,TX
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,48.0,TX
2000,Republican,Upper Middle Income,,,,,,85.0,30.0,,40.0,50.0,48.0,TX
2000,Democrat,Middle Income,,,,,,70.0,30.0,,85.0,97.0,48.0,TX
2000,Democrat,Middle Income,,,,,,30.0,30.0,,40.0,70.0,26.0,MI
2000,,Low Income,,,,,,75.0,0.0,,15.0,40.0,26.0,MI
2000,,Low Income,,,,,,98.0,30.0,,98.0,98.0,26.0,MI
2000,,Low Income,,,,,,60.0,50.0,,60.0,98.0,48.0,TX
2000,Democrat,Upper Middle Income,,,,,,40.0,50.0,,60.0,85.0,48.0,TX
2000,Democrat,Upper Middle Income,,,,,,60.0,60.0,,70.0,85.0,18.0,IN
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,18.0,IN
2000,Republican,Middle Income,,,,,,50.0,60.0,,60.0,85.0,18.0,IN
2000,Democrat,Middle Income,,,,,,40.0,50.0,,50.0,65.0,48.0,TX
2000,,Middle Income,,,,,,0.0,50.0,,50.0,85.0,48.0,TX
2000,Republican,Upper Middle Income,,,,,,50.0,30.0,,98.0,98.0,48.0,TX
2000,,Middle Income,,,,,,30.0,98.0,,30.0,60.0,48.0,TX
2000,Republican,Upper Middle Income,,,,,,40.0,60.0,,50.0,50.0,36.0,NY
2000,Democrat,Upper Middle Income,,,,,,55.0,80.0,,30.0,60.0,27.0,MN
2000,Democrat,Low Income,,,,,,60.0,98.0,,98.0,98.0,36.0,NY
2000,,High Income,,,,,,50.0,70.0,,40.0,50.0,36.0,NY
2000,,Middle Income,,,,,,1.0,1.0,,50.0,2.0,18.0,IN
2000,,Low Income,,,,,,15.0,70.0,,50.0,50.0,18.0,IN
2000,Republican,Low Income,,,,,,60.0,55.0,,50.0,55.0,18.0,IN
2000,Republican,Middle Income,,,,,,50.0,98.0,,40.0,85.0,18.0,IN
2000,Republican,Middle Income,,,,,,40.0,50.0,,50.0,50.0,18.0,IN
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,27.0,MN
2000,Democrat,Upper Middle Income,,,,,,10.0,90.0,,10.0,98.0,36.0,NY
2000,Republican,Upper Middle Income,,,,,,60.0,15.0,,40.0,55.0,1.0,AL
2000,Republican,Middle Income,,,,,,85.0,40.0,,15.0,70.0,51.0,VA
2000,,Middle Income,,,,,,99.0,99.0,,99.0,99.0,51.0,VA
2000,,Low Income,,,,,,60.0,50.0,,50.0,50.0,12.0,FL
2000,,Middle Income,,,,,,30.0,0.0,,0.0,0.0,12.0,FL
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,12.0,FL
2000,Democrat,Middle Income,,,,,,40.0,60.0,,60.0,60.0,24.0,MD
2000,Democrat,Middle Income,,,,,,80.0,30.0,,50.0,50.0,24.0,MD
2000,Democrat,Middle Income,,,,,,70.0,85.0,,60.0,97.0,24.0,MD
2000,Democrat,Middle Income,,,,,,50.0,50.0,,75.0,75.0,51.0,VA
2000,Democrat,Upper Middle Income,,,,,,99.0,40.0,,99.0,99.0,33.0,NH
2000,Republican,Upper Middle Income,,,,,,30.0,60.0,,50.0,50.0,25.0,MA
2000,Republican,High Income,,,,,,50.0,30.0,,50.0,98.0,33.0,NH
2000,Republican,Low Income,,,,,,50.0,50.0,,59.0,75.0,55.0,WI
2000,Republican,Low Income,,,,,,98.0,98.0,,97.0,97.0,49.0,UT
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,48.0,TX
2000,,Low Income,,,,,,98.0,50.0,,98.0,98.0,48.0,TX
2000,,Middle Income,,,,,,40.0,40.0,,98.0,50.0,48.0,TX
2000,,Middle Income,,,,,,99.0,99.0,,99.0,99.0,48.0,TX
2000,,Low Income,,,,,,85.0,85.0,,85.0,85.0,48.0,TX
2000,Democrat,Upper Middle Income,,,,,,50.0,50.0,,20.0,50.0,18.0,IN
2000,,Low Income,,,,,,75.0,75.0,,75.0,97.0,18.0,IN
2000,,Low Income,,,,,,98.0,98.0,,0.0,98.0,36.0,NY
2000,Republican,Low Income,,,,,,15.0,40.0,,40.0,50.0,18.0,IN
2000,,Middle Income,,,,,,40.0,60.0,,50.0,50.0,18.0,IN
2000,Democrat,Low Income,,,,,,70.0,50.0,,70.0,60.0,1.0,AL
2000,,Low Income,,,,,,60.0,98.0,,15.0,97.0,1.0,AL
2000,Democrat,Low Income,,,,,,70.0,97.0,,97.0,97.0,1.0,AL
2000,,Middle Income,,,,,,99.0,99.0,,99.0,99.0,1.0,AL
2000,Democrat,Low Income,,,,,,50.0,70.0,,60.0,50.0,1.0,AL
2000,Republican,Upper Middle Income,,,,,,70.0,40.0,,60.0,85.0,1.0,AL
2000,Democrat,Middle Income,,,,,,50.0,70.0,,70.0,80.0,54.0,WV
2000,,Low Income,,,,,,60.0,30.0,,30.0,97.0,1.0,AL
2000,,Middle Income,,,,,,30.0,60.0,,60.0,97.0,18.0,IN
2000,,Middle Income,,,,,,40.0,80.0,,80.0,80.0,18.0,IN
2000,Democrat,Upper Middle Income,,,,,,40.0,40.0,,60.0,60.0,51.0,VA
2000,Democrat,Low Income,,,,,,98.0,50.0,,98.0,85.0,51.0,VA
2000,Democrat,High Income,,,,,,60.0,40.0,,98.0,98.0,51.0,VA
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,42.0,PA
2000,Republican,Upper Middle Income,,,,,,70.0,50.0,,50.0,70.0,48.0,TX
2000,Democrat,Low Income,,,,,,90.0,97.0,,0.0,90.0,48.0,TX
2000,Democrat,Low Income,,,,,,50.0,70.0,,40.0,50.0,48.0,TX
2000,Democrat,Low Income,,,,,,97.0,50.0,,97.0,97.0,48.0,TX
2000,Democrat,Low Income,,,,,,80.0,80.0,,30.0,80.0,25.0,MA
2000,Democrat,Middle Income,,,,,,10.0,75.0,,75.0,97.0,48.0,TX
2000,Democrat,Low Income,,,,,,45.0,70.0,,80.0,95.0,8.0,CO
2000,,Middle Income,,,,,,90.0,60.0,,97.0,97.0,4.0,AZ
2000,Republican,Upper Middle Income,,,,,,70.0,50.0,,40.0,60.0,39.0,OH
2000,Republican,Upper Middle Income,,,,,,70.0,0.0,,10.0,90.0,18.0,IN
2000,Democrat,Upper Middle Income,,,,,,80.0,98.0,,98.0,98.0,13.0,GA
2000,Democrat,High Income,,,,,,75.0,30.0,,50.0,60.0,32.0,NV
2000,Republican,High Income,,,,,,60.0,30.0,,85.0,80.0,28.0,MS
2000,Democrat,Middle Income,,,,,,80.0,80.0,,75.0,80.0,26.0,MI
2000,Democrat,Middle Income,,,,,,70.0,70.0,,97.0,97.0,26.0,MI
2000,Democrat,Middle Income,,,,,,50.0,50.0,,50.0,98.0,17.0,IL
2000,Democrat,Upper Middle Income,,,,,,35.0,55.0,,50.0,50.0,51.0,VA
2000,Democrat,Middle Income,,,,,,50.0,40.0,,30.0,60.0,6.0,CA
2000,Democrat,Low Income,,,,,,0.0,90.0,,50.0,50.0,26.0,MI
2000,Republican,Middle Income,,,,,,50.0,50.0,,60.0,70.0,48.0,TX
2000,Democrat,Low Income,,,,,,60.0,60.0,,65.0,75.0,6.0,CA
2000,Republican,Low Income,,,,,,80.0,0.0,,40.0,50.0,8.0,CO
2000,Democrat,Low Income,,,,,,40.0,60.0,,60.0,80.0,41.0,OR
2000,Republican,Upper Middle Income,,,,,,50.0,0.0,,20.0,50.0,21.0,KY
2000,Republican,Middle Income,,,,,,60.0,60.0,,50.0,80.0,51.0,VA
2000,Democrat,Middle Income,,,,,,70.0,30.0,,97.0,97.0,17.0,IL
2000,Democrat,Upper Middle Income,,,,,,20.0,50.0,,97.0,97.0,17.0,IL
2000,,Middle Income,,,,,,40.0,60.0,,50.0,60.0,6.0,CA
2000,,Middle Income,,,,,,50.0,70.0,,40.0,50.0,47.0,TN
2000,Republican,Low Income,,,,,,0.0,90.0,,50.0,80.0,47.0,TN
2000,,Low Income,,,,,,50.0,50.0,,50.0,50.0,42.0,PA
2000,Republican,Low Income,,,,,,70.0,90.0,,80.0,97.0,47.0,TN
2000,,Middle Income,,,,,,50.0,50.0,,50.0,65.0,35.0,NM
2000,,Upper Middle Income,,,,,,85.0,50.0,,3.0,10.0,12.0,FL
2000,Republican,Middle Income,,,,,,35.0,0.0,,50.0,25.0,45.0,SC
2000,,Upper Middle Income,,,,,,99.0,99.0,,99.0,99.0,47.0,TN
2000,Democrat,Low Income,,,,,,90.0,70.0,,50.0,90.0,12.0,FL
2000,Democrat,Upper Middle Income,,,,,,55.0,98.0,,40.0,50.0,12.0,FL
2000,Democrat,Upper Middle Income,,,,,,90.0,65.0,,70.0,95.0,53.0,WA
2000,Democrat,Low Income,,,,,,50.0,97.0,,50.0,98.0,17.0,IL
2000,Republican,Low Income,,,,,,98.0,98.0,,50.0,50.0,12.0,FL
2000,Democrat,Middle Income,,,,,,50.0,80.0,,80.0,60.0,12.0,FL
2000,Democrat,Middle Income,,,,,,40.0,50.0,,50.0,50.0,37.0,NC
2000,Republican,High Income,,,,,,80.0,60.0,,40.0,30.0,24.0,MD
2000,,Middle Income,,,,,,40.0,45.0,,20.0,98.0,37.0,NC
2000,Democrat,Middle Income,,,,,,40.0,60.0,,50.0,60.0,51.0,VA
2000,Democrat,Upper Middle Income,,,,,,98.0,98.0,,50.0,80.0,37.0,NC
2000,,Low Income,,,,,,15.0,30.0,,15.0,60.0,36.0,NY
2000,Republican,High Income,,,,,,50.0,40.0,,50.0,50.0,34.0,NJ
2000,,Middle Income,,,,,,30.0,40.0,,50.0,90.0,36.0,NY
2000,Republican,Low Income,,,,,,50.0,25.0,,50.0,75.0,42.0,PA
2000,,Upper Middle Income,,,,,,25.0,20.0,,99.0,99.0,9.0,CT
2000,Republican,Middle Income,,,,,,75.0,40.0,,40.0,40.0,26.0,MI
2000,,Middle Income,,,,,,70.0,70.0,,60.0,97.0,36.0,NY
2000,Republican,Middle Income,,,,,,40.0,40.0,,30.0,70.0,13.0,GA
2000,Republican,Upper Middle Income,,,,,,50.0,50.0,,85.0,50.0,45.0,SC
2000,,Upper Middle Income,,,,,,60.0,75.0,,50.0,90.0,55.0,WI
2000,Republican,Middle Income,,,,,,70.0,40.0,,50.0,97.0,8.0,CO
2000,Democrat,Low Income,,,,,,50.0,60.0,,50.0,50.0,48.0,TX
2000,,Low Income,,,,,,98.0,0.0,,50.0,80.0,51.0,VA
2000,,Upper Middle Income,,,,,,70.0,15.0,,60.0,70.0,51.0,VA
2000,Democrat,Low Income,,,,,,30.0,50.0,,70.0,80.0,51.0,VA
2000,,Low Income,,,,,,98.0,98.0,,98.0,80.0,51.0,VA
2000,Republican,Upper Middle Income,,,,,,85.0,40.0,,40.0,85.0,51.0,VA
2000,Democrat,Middle Income,,,,,,40.0,50.0,,40.0,97.0,13.0,GA
2000,,Middle Income,,,,,,99.0,99.0,,99.0,99.0,13.0,GA
2000,Republican,Middle Income,,,,,,50.0,40.0,,70.0,85.0,1.0,AL
2000,Republican,Middle Income,,,,,,85.0,40.0,,35.0,65.0,22.0,LA
2000,,Upper Middle Income,,,,,,40.0,75.0,,40.0,75.0,6.0,CA
2000,,Low Income,,,,,,97.0,0.0,,50.0,97.0,35.0,NM
2000,Republican,Middle Income,,,,,,50.0,30.0,,50.0,75.0,48.0,TX
2000,,Middle Income,,,,,,99.0,99.0,,99.0,99.0,37.0,NC
2000,Democrat,Upper Middle Income,,,,,,30.0,70.0,,60.0,85.0,41.0,OR
2000,,Upper Middle Income,,,,,,50.0,20.0,,50.0,50.0,51.0,VA
2000,,Middle Income,,,,,,99.0,99.0,,99.0,99.0,51.0,VA
2000,Republican,Upper Middle Income,,,,,,50.0,50.0,,50.0,50.0,39.0,OH
2000,Republican,Upper Middle Income,,,,,,50.0,60.0,,50.0,40.0,21.0,KY
2000,Republican,Upper Middle Income,,,,,,60.0,10.0,,10.0,70.0,6.0,CA
2000,Democrat,Upper Middle Income,,,,,,70.0,85.0,,70.0,70.0,6.0,CA
2000,Democrat,Upper Middle Income,,,,,,70.0,70.0,,60.0,60.0,6.0,CA
2000,Republican,Middle Income,,,,,,65.0,40.0,,40.0,60.0,6.0,CA
2000,Democrat,Middle Income,,,,,,50.0,80.0,,60.0,90.0,6.0,CA
2000,Democrat,Upper Middle Income,,,,,,0.0,70.0,,40.0,70.0,6.0,CA
2000,,Middle Income,,,,,,99.0,99.0,,99.0,99.0,36.0,NY
2000,Democrat,Middle Income,,,,,,40.0,70.0,,40.0,85.0,26.0,MI
2000,Republican,Upper Middle Income,,,,,,30.0,0.0,,15.0,60.0,48.0,TX
2000,Democrat,Middle Income,,,,,,40.0,60.0,,60.0,85.0,39.0,OH
2000,,Middle Income,,,,,,98.0,98.0,,97.0,97.0,39.0,OH
2000,,Middle Income,,,,,,99.0,99.0,,99.0,99.0,36.0,NY
2000,,Low Income,,,,,,85.0,30.0,,0.0,97.0,36.0,NY
2000,Democrat,Low Income,,,,,,40.0,50.0,,60.0,60.0,36.0,NY
2000,,Upper Middle Income,,,,,,40.0,70.0,,40.0,60.0,36.0,NY
2000,Democrat,Middle Income,,,,,,50.0,97.0,,70.0,85.0,36.0,NY
2000,Republican,Upper Middle Income,,,,,,85.0,40.0,,15.0,40.0,36.0,NY
2000,Democrat,Upper Middle Income,,,,,,60.0,40.0,,70.0,70.0,26.0,MI
2000,,Upper Middle Income,,,,,,98.0,98.0,,75.0,98.0,39.0,OH
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,39.0,OH
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,39.0,OH
2000,Republican,Low Income,,,,,,40.0,60.0,,60.0,70.0,39.0,OH
2000,Republican,Middle Income,,,,,,50.0,20.0,,70.0,97.0,39.0,OH
2000,Republican,Upper Middle Income,,,,,,60.0,60.0,,30.0,85.0,36.0,NY
2000,Republican,High Income,,,,,,97.0,15.0,,40.0,97.0,36.0,NY
2000,,Upper Middle Income,,,,,,60.0,15.0,,50.0,50.0,36.0,NY
2000,Democrat,Low Income,,,,,,98.0,65.0,,50.0,75.0,36.0,NY
2000,Democrat,Low Income,,,,,,60.0,98.0,,98.0,98.0,36.0,NY
2000,Republican,Low Income,,,,,,65.0,75.0,,90.0,90.0,36.0,NY
2000,,Low Income,,,,,,99.0,99.0,,99.0,99.0,36.0,NY
2000,,Low Income,,,,,,30.0,15.0,,30.0,60.0,34.0,NJ
2000,,Middle Income,,,,,,0.0,0.0,,50.0,97.0,42.0,PA
2000,Republican,Low Income,,,,,,70.0,50.0,,30.0,60.0,42.0,PA
2000,Democrat,Upper Middle Income,,,,,,50.0,60.0,,40.0,50.0,42.0,PA
2000,Republican,Upper Middle Income,,,,,,70.0,40.0,,60.0,70.0,42.0,PA
2000,Republican,Upper Middle Income,,,,,,60.0,50.0,,50.0,50.0,36.0,NY
2000,Republican,Middle Income,,,,,,80.0,60.0,,30.0,97.0,47.0,TN
2000,Republican,Middle Income,,,,,,60.0,50.0,,70.0,85.0,36.0,NY
2000,Democrat,High Income,,,,,,60.0,70.0,,60.0,85.0,39.0,OH
2000,Democrat,Upper Middle Income,,,,,,80.0,80.0,,50.0,80.0,39.0,OH
2000,,Middle Income,,,,,,99.0,99.0,,99.0,99.0,25.0,MA
2000,,Low Income,,,,,,40.0,30.0,,50.0,50.0,25.0,MA
2000,Republican,Low Income,,,,,,50.0,50.0,,50.0,50.0,25.0,MA
2000,Republican,Low Income,,,,,,60.0,85.0,,50.0,85.0,25.0,MA
2000,Republican,High Income,,,,,,55.0,0.0,,65.0,65.0,6.0,CA
2000,Republican,Middle Income,,,,,,70.0,70.0,,40.0,60.0,6.0,CA
2000,,Low Income,,,,,,0.0,50.0,,0.0,97.0,19.0,IA
2000,Democrat,Upper Middle Income,,,,,,35.0,50.0,,50.0,50.0,19.0,IA
2000,,Low Income,,,,,,97.0,98.0,,97.0,97.0,5.0,AR
2000,,Low Income,,,,,,70.0,85.0,,97.0,97.0,5.0,AR
2000,,Low Income,,,,,,60.0,60.0,,30.0,70.0,5.0,AR
2000,,Middle Income,,,,,,40.0,70.0,,50.0,70.0,1.0,AL
2000,,Middle Income,,,,,,50.0,80.0,,30.0,50.0,8.0,CO
2000,,Upper Middle Income,,,,,,99.0,99.0,,99.0,99.0,8.0,CO
2000,Democrat,Low Income,,,,,,60.0,70.0,,60.0,70.0,25.0,MA
2000,Republican,Low Income,,,,,,20.0,10.0,,40.0,50.0,25.0,MA
2000,Democrat,Low Income,,,,,,98.0,98.0,,98.0,90.0,22.0,LA
2000,Democrat,Upper Middle Income,,,,,,70.0,60.0,,70.0,85.0,22.0,LA
2000,Republican,Low Income,,,,,,85.0,50.0,,40.0,50.0,22.0,LA
2000,,Low Income,,,,,,98.0,98.0,,80.0,80.0,22.0,LA
2000,Democrat,Upper Middle Income,,,,,,30.0,0.0,,40.0,70.0,39.0,OH
